project	sample	nasvs	nreads	latitude	longitude	environment	subcategory	subcategory_old
Tara_Oceans	BZQ_AAAZOSTA_2_1_HYGGYBCXY.12BA208	2887	330107	-61.9689	-49.5017	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AABTOSTA_2_1_HYGGYBCXY.12BA258	3858	321964	-23.2232	-129.5986	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AABWOSTA_2_1_HYGGYBCXY.12BA199	6676	404623	-8.9729	-139.2393	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AABYOSTA_2_1_HYGGYBCXY.12BA223	5660	400985	-8.9109	-140.2845	Marine	Epipelagic zone	marine_epipelagic
Tara_Oceans	BZQ_AACEOSTA_2_1_HYGGYBCXY.12BA200	3077	364700	6.3559	-103.0598	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AACGOSTA_2_1_HYGGYBCXY.12BA224	5685	377626	-15.3379	43.2948	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AACOOSTA_2_1_HYGGYBCXY.12BA225	4627	299670	31.528	-159.0224	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AACWOSTA_2_1_HYGGYBCXY.12BA226	3346	227582	9.8481	-80.0454	Marine	Epipelagic zone	marine_epipelagic
Tara_Oceans	BZQ_AACYOSTA_2_1_HYGGYBCXY.12BA250	4528	297355	25.6168	-88.4532	Marine	Epipelagic zone	marine_epipelagic
Tara_Oceans	BZQ_AADAOSTA_2_1_HYGGYBCXY.12BA274	3687	266684	39.2392	-70.0343	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AADCOSTA_2_1_HYGGYBCXY.12BA203	4004	255712	34.6663	-71.2907	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AADDOSTA_2_1_HYGGYBCXY.12BA215	4569	261183	34.1504	-56.9684	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AADFOSTA_2_1_HYGGYBCXY.12BA239	4509	302396	34.0771	-49.8233	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AADMOSTA_2_1_HYGGYBCXY.12BA228	3463	241499	43.7182	-16.8714	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AADTOSTA_2_1_HYGGYBCXY.12BA170	5108	312370	-29.5046	37.9599	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AADUOSTA_2_1_HYGGYBCXY.12BA182	4322	299517	-31.0198	4.6685	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AAEBOSTA_2_1_HYGGYBCXY.12BA171	3868	380172	39.3991	19.3997	Marine	Epipelagic zone	marine_epipelagic
Tara_Oceans	BZQ_AAECOSTA_2_1_HYGGYBCXY.12BA183	3593	428231	27.16	34.835	Marine	Epipelagic zone	marine_epipelagic
Tara_Oceans	BZQ_AAEVOSTA_2_1_HYGGYBCXY.12BA126	9344	512452	-8.7986	-17.9034	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AAEWOSTA_2_1_HYGGYBCXY.12BA138	4441	315871	2.0649	-84.5546	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AAEXOSTA_2_1_HYGGYBCXY.12BA150	685	36822	18.7341	66.3896	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	BZQ_AAFFOSTA_2_1_HYGGYBCXY.12BA151	4798	421761	25.6236	-88.45	Marine	Mesopelagic zone	marine_mesopelagic
BalanC	BalanC_1002	3021	48487	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1003	2243	34787	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1004	2248	79229	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1005	1274	61740	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1007	1988	103853	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1008	1070	81903	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1009	1460	67400	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1010	650	45839	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1012	2060	39694	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1013	2587	64899	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1014	2791	80397	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1017	1556	71003	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1018	1071	72499	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1019	1249	34589	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1020	925	36749	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1022	3460	68792	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1023	2003	19533	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1024	2091	32081	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1025	1356	49457	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1032	3583	83891	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1033	1117	15657	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1034	1672	27458	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1035	858	13890	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1039	1000	78178	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1040	604	88575	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1042	2799	46244	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1044	1498	48692	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1045	991	26555	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1049	979	109686	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1050	924	84035	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1052	2692	47779	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1053	1695	38414	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1054	1526	49673	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1055	793	25040	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1057	90	488	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1058	859	28020	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1059	1173	75967	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1060	550	72812	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1062	3110	80011	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1063	2391	50408	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1064	1338	22778	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1065	926	34755	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1067	156	2185	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1068	506	16328	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1069	1573	80940	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1070	1397	116981	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1072	2845	63202	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1074	2482	127135	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1075	1212	51950	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1077	1395	108656	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1078	858	18827	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1079	1480	57915	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1082	2732	67178	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1083	2077	46853	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1085	1066	19448	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1087	1385	95127	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1089	1226	63671	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1090	1056	95247	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1092	2582	63583	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1093	2100	72965	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1095	1384	54353	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1097	686	49416	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1098	987	72253	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1099	1161	74145	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1100R	645	12255	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1102	3026	123468	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1103	2284	80897	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1104	1573	41902	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1107	853	37066	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1108	1055	58854	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1110	1057	120448	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1110R	413	2487	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1112	2046	37874	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1113	2658	120777	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1114	1765	107375	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1119	1396	94644	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1120	1339	101055	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1120R	1211	10360	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1122	2183	35933	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1123	2827	65623	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1124	2222	70804	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1125	1960	95114	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1127	1424	32139	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1129	1078	52867	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1130R	1098	17487	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1132	1390	35560	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1133	1897	29775	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1134	2355	80778	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1137	1301	32525	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1152	1875	77313	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1153	931	51910	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1154	1000	41035	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1155	731	28524	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1157	767	8004	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1158	2541	60761	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1159	2338	113762	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1160	1502	139847	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1162	1638	86762	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1163	1148	58744	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
BalanC	BalanC_1165	963	53815	61.510935	6.298389319	Soil	Temperate soil	soil_temperate
Tara_Oceans	CCC_AAAEOSTA_2_1_HYGGYBCXY.12BA128	2664	485661	67.1675	0.2177	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	CCC_AAAQOSTA_2_1_HYGGYBCXY.12BA177	859	412628	74.8023	76.1478	Marine	Epipelagic zone	marine_epipelagic
Tara_Oceans	CCC_AAASOSTA_2_1_HYGGYBCXY.12BA106	1471	531191	78.3555	91.6084	Marine	Epipelagic zone	marine_epipelagic
Tara_Oceans	CCC_AAAZOSTA_2_1_HYGGYBCXY.12BA190	1235	337277	73.3275	-168.8142	Marine	Epipelagic zone	marine_epipelagic
Tara_Oceans	CCC_AABBOSTA_2_1_HYGGYBCXY.12BA119	1519	492920	71.8895	-154.9101	Marine	Epipelagic zone	marine_epipelagic
Tara_Oceans	CCC_AABDOSTA_2_1_HYGGYBCXY.12BA143	2088	413168	74.305	-85.6552	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	CCC_AABHOSTA_2_1_HYGGYBCXY.12BA191	2156	307237	70.9433	-53.5127	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	CCC_AABIOSTA_2_1_HYGGYBCXY.12BA108	1532	534750	70.9574	-53.5989	Marine	Epipelagic zone	marine_epipelagic
Tara_Oceans	CCC_AABKOSTA_2_1_HYGGYBCXY.12BA132	2702	390738	64.7	-52.996	Marine	Mesopelagic zone	marine_mesopelagic
Tara_Oceans	CCC_AABLOSTA_2_1_HYGGYBCXY.12BA144	1542	444591	64.7127	-53.0106	Marine	Epipelagic zone	marine_epipelagic
pohem	CE0	2464	72094	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE11	1552	72611	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE13	1338	49074	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE15	1276	91358	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE16	1469	72927	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE18	1050	68481	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE19	1046	64975	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE2	1377	70364	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE20	1550	75814	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE24	1330	88196	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE29	811	71573	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE3	1532	76747	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE34	925	74098	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE4	1753	71463	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE5	1525	73976	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE6	1469	67609	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE7	1802	77763	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE8	1375	67730	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	CE9	1431	72184	NA	NA	Marine	Pelagic zone	marine_pelagic
pohem	DA13-04	432	70201	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-06	551	39848	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-09	705	38445	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-12	686	34162	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-13	291	49553	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-14	904	84168	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-16	401	88344	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-17	628	35302	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-18	904	76081	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-19	370	56452	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-20	761	110666	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-21	901	74327	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-22	455	84777	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-23	511	47220	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-24	461	26553	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-25	285	45159	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-26	423	24707	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-27	489	37272	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-28	776	96936	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-29	547	23634	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-30	911	109293	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-31	392	32900	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-32	656	28647	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-33	591	30889	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-37	930	74607	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-39	947	65189	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-44	343	36340	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-45	586	38360	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-46	484	52339	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-47	472	26777	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-48	391	77400	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-49	490	31369	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-50	279	43188	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-51	400	19556	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-52	498	28336	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-53	566	26988	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-54	723	63284	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA13-55	887	63494	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-03	561	30360	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-05	721	43996	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-06	794	81865	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-09	387	24296	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-10	379	31326	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-100	471	29994	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-101	236	39860	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-102	704	48833	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-103	350	35121	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-104	755	42923	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-106	641	24750	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-108	503	26253	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-109	296	34300	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-11	675	36159	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-110	706	69566	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-111	287	17634	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-12	692	57256	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-13	673	69531	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-14	652	22681	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-15	654	74690	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-16	427	64240	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-17	575	51148	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-18	687	41002	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-19	221	42507	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-20	416	42679	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-21	704	95644	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-22	191	12817	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-23	763	63368	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-24	671	38611	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-25	295	16857	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-26	677	29717	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-27	603	34247	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-28	758	59055	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-29	939	56670	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-30	690	38014	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-31	468	96944	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-32	591	51202	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-33	689	53145	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-34	529	42604	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-35	513	27970	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-36	683	45046	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-37	497	71111	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-38	633	44123	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-39	559	31336	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-40	329	33283	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-41	608	59480	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-42	511	32812	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-43	326	40095	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-44	546	36228	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-45	721	90312	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-46	446	70064	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-47	388	17181	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-48	976	92220	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-49	243	28951	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-50	583	27192	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-51	669	32990	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-53	478	24224	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-54	412	23382	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-55	232	37208	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-56	646	44296	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-57	477	17519	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-59	598	28884	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-60	667	31011	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-62	580	19333	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-63	637	23581	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-65	765	74328	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-66	623	33989	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-68	639	39223	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-72	518	25673	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-74	584	34383	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-76	549	39459	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-77	311	30217	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-78	534	24704	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-79	337	75608	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-80	326	18717	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-81	261	29723	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
pohem	DA14-82	602	35355	48.350543	-4.292507	Marine	Epipelagic zone	marine_epipelagic
